  No;Problem;                                                                            ;;
 151;lwb/k_d4_n.1280.intohylo;                                             TIMEOUT;      ;
 152;lwb/k_d4_n.1320.intohylo;                                             TIMEOUT;      ;
 153;lwb/k_d4_n.1360.intohylo;                                              980.38; Sat  ;
 154;lwb/k_d4_n.1400.intohylo;                                             TIMEOUT;      ;
 155;lwb/k_d4_n.1440.intohylo;                                             TIMEOUT;      ;
 156;lwb/k_d4_n.1480.intohylo;                                              879.14; Sat  ;
 157;lwb/k_d4_n.1520.intohylo;                                             TIMEOUT;      ;
 158;lwb/k_d4_n.1560.intohylo;                                              541.02; Sat  ;
 159;lwb/k_d4_n.1600.intohylo;                                             TIMEOUT;      ;
 160;lwb/k_d4_n.1640.intohylo;                                             TIMEOUT;      ;
 161;lwb/k_d4_n.1680.intohylo;                                             TIMEOUT;      ;
 162;lwb/k_d4_n.1720.intohylo;                                             TIMEOUT;      ;
 163;lwb/k_d4_n.1760.intohylo;                                             TIMEOUT;      ;
 164;lwb/k_d4_n.1800.intohylo;                                             TIMEOUT;      ;
 165;lwb/k_d4_n.1840.intohylo;                                             TIMEOUT;      ;
 166;lwb/k_d4_n.1880.intohylo;                                             TIMEOUT;      ;
 167;lwb/k_d4_p.0004.intohylo;                                                0.00; Unsat;
 168;lwb/k_d4_p.0008.intohylo;                                                0.00; Unsat;
 169;lwb/k_d4_p.0012.intohylo;                                                0.00; Unsat;
 170;lwb/k_d4_p.0016.intohylo;                                                0.00; Unsat;
 171;lwb/k_d4_p.0020.intohylo;                                                0.01; Unsat;
 172;lwb/k_d4_p.0040.intohylo;                                                0.19; Unsat;
 173;lwb/k_d4_p.0060.intohylo;                                                0.62; Unsat;
 174;lwb/k_d4_p.0080.intohylo;                                                1.03; Unsat;
 175;lwb/k_d4_p.0100.intohylo;                                                2.16; Unsat;
 176;lwb/k_d4_p.0120.intohylo;                                                3.41; Unsat;
 177;lwb/k_d4_p.0140.intohylo;                                                7.09; Unsat;
 178;lwb/k_d4_p.0160.intohylo;                                                5.60; Unsat;
 179;lwb/k_d4_p.0180.intohylo;                                                8.41; Unsat;
 180;lwb/k_d4_p.0200.intohylo;                                               26.13; Unsat;
 181;lwb/k_d4_p.0240.intohylo;                                               13.00; Unsat;
 182;lwb/k_d4_p.0280.intohylo;                                              106.23; Unsat;
 183;lwb/k_d4_p.0320.intohylo;                                               99.45; Unsat;
 184;lwb/k_d4_p.0360.intohylo;                                               49.21; Unsat;
 185;lwb/k_d4_p.0400.intohylo;                                             TIMEOUT;      ;
 186;lwb/k_d4_p.0440.intohylo;                                             TIMEOUT;      ;
 187;lwb/k_d4_p.0480.intohylo;                                             TIMEOUT;      ;
 188;lwb/k_d4_p.0520.intohylo;                                             TIMEOUT;      ;
 189;lwb/k_d4_p.0560.intohylo;                                             TIMEOUT;      ;
 190;lwb/k_d4_p.0600.intohylo;                                             TIMEOUT;      ;
 191;lwb/k_d4_p.0640.intohylo;                                             TIMEOUT;      ;
 192;lwb/k_d4_p.0680.intohylo;                                             TIMEOUT;      ;
 193;lwb/k_d4_p.0720.intohylo;                                             TIMEOUT;      ;
 194;lwb/k_d4_p.0760.intohylo;                                             TIMEOUT;      ;
 195;lwb/k_d4_p.0800.intohylo;                                             TIMEOUT;      ;
 196;lwb/k_d4_p.0840.intohylo;                                             TIMEOUT;      ;
 197;lwb/k_d4_p.0880.intohylo;                                             TIMEOUT;      ;
 198;lwb/k_d4_p.0920.intohylo;                                             TIMEOUT;      ;
 199;lwb/k_d4_p.0960.intohylo;                                             TIMEOUT;      ;
 200;lwb/k_d4_p.1000.intohylo;                                             TIMEOUT;      ;
 201;lwb/k_d4_p.1040.intohylo;                                             TIMEOUT;      ;
 202;lwb/k_d4_p.1080.intohylo;                                             TIMEOUT;      ;
 203;lwb/k_d4_p.1120.intohylo;                                             TIMEOUT;      ;
 204;lwb/k_d4_p.1160.intohylo;                                             TIMEOUT;      ;
 205;lwb/k_d4_p.1200.intohylo;                                             TIMEOUT;      ;
 206;lwb/k_d4_p.1240.intohylo;                                             TIMEOUT;      ;
 207;lwb/k_d4_p.1280.intohylo;                                             TIMEOUT;      ;
 208;lwb/k_d4_p.1320.intohylo;                                             TIMEOUT;      ;
 209;lwb/k_d4_p.1360.intohylo;                                             TIMEOUT;      ;
 210;lwb/k_d4_p.1400.intohylo;                                             TIMEOUT;      ;
 211;lwb/k_d4_p.1440.intohylo;                                             TIMEOUT;      ;
 212;lwb/k_d4_p.1480.intohylo;                                             TIMEOUT;      ;
 213;lwb/k_d4_p.1520.intohylo;                                             TIMEOUT;      ;
 214;lwb/k_d4_p.1560.intohylo;                                             TIMEOUT;      ;
 215;lwb/k_d4_p.1600.intohylo;                                             TIMEOUT;      ;
 216;lwb/k_d4_p.1640.intohylo;                                             TIMEOUT;      ;
 217;lwb/k_d4_p.1680.intohylo;                                             TIMEOUT;      ;
 218;lwb/k_d4_p.1720.intohylo;                                             TIMEOUT;      ;
 219;lwb/k_d4_p.1760.intohylo;                                             TIMEOUT;      ;
 220;lwb/k_d4_p.1800.intohylo;                                             TIMEOUT;      ;
 221;lwb/k_d4_p.1840.intohylo;                                             TIMEOUT;      ;
 222;lwb/k_d4_p.1880.intohylo;                                             TIMEOUT;      ;
 223;lwb/k_dum_n.0008.intohylo;                                               0.00; Sat  ;
 224;lwb/k_dum_n.0016.intohylo;                                               0.00; Sat  ;
 225;lwb/k_dum_n.0024.intohylo;                                               0.02; Sat  ;
 226;lwb/k_dum_n.0032.intohylo;                                               0.04; Sat  ;
 227;lwb/k_dum_n.0040.intohylo;                                               0.06; Sat  ;
 228;lwb/k_dum_n.0080.intohylo;                                               0.35; Sat  ;
 229;lwb/k_dum_n.0120.intohylo;                                               1.03; Sat  ;
 230;lwb/k_dum_n.0160.intohylo;                                               2.20; Sat  ;
 231;lwb/k_dum_n.0200.intohylo;                                               3.97; Sat  ;
 232;lwb/k_dum_n.0240.intohylo;                                               6.93; Sat  ;
 233;lwb/k_dum_n.0280.intohylo;                                              10.40; Sat  ;
 234;lwb/k_dum_n.0320.intohylo;                                              15.56; Sat  ;
 235;lwb/k_dum_n.0360.intohylo;                                              22.77; Sat  ;
 236;lwb/k_dum_n.0400.intohylo;                                              32.42; Sat  ;
 237;lwb/k_dum_n.0480.intohylo;                                              55.96; Sat  ;
 238;lwb/k_dum_n.0560.intohylo;                                              99.53; Sat  ;
 239;lwb/k_dum_n.0640.intohylo;                                             167.37; Sat  ;
 240;lwb/k_dum_n.0720.intohylo;                                             230.89; Sat  ;
 241;lwb/k_dum_n.0800.intohylo;                                             341.06; Sat  ;
 242;lwb/k_dum_n.0880.intohylo;                                             492.47; Sat  ;
 243;lwb/k_dum_n.0960.intohylo;                                             538.84; Sat  ;
 244;lwb/k_dum_n.1040.intohylo;                                             731.91; Sat  ;
 245;lwb/k_dum_n.1120.intohylo;                                             932.31; Sat  ;
 246;lwb/k_dum_n.1200.intohylo;                                            TIMEOUT;      ;
 247;lwb/k_dum_n.1280.intohylo;                                            TIMEOUT;      ;
 248;lwb/k_dum_n.1360.intohylo;                                            TIMEOUT;      ;
 249;lwb/k_dum_n.1440.intohylo;                                            TIMEOUT;      ;
 250;lwb/k_dum_n.1520.intohylo;                                            TIMEOUT;      ;
 251;lwb/k_dum_n.1600.intohylo;                                            TIMEOUT;      ;
 252;lwb/k_dum_n.1680.intohylo;                                            TIMEOUT;      ;
 253;lwb/k_dum_n.1760.intohylo;                                            TIMEOUT;      ;
 254;lwb/k_dum_n.1840.intohylo;                                            TIMEOUT;      ;
 255;lwb/k_dum_n.1920.intohylo;                                            TIMEOUT;      ;
 256;lwb/k_dum_n.2000.intohylo;                                            TIMEOUT;      ;
 257;lwb/k_dum_n.2080.intohylo;                                            TIMEOUT;      ;
 258;lwb/k_dum_n.2160.intohylo;                                            TIMEOUT;      ;
 259;lwb/k_dum_n.2240.intohylo;                                            TIMEOUT;      ;
 260;lwb/k_dum_n.2320.intohylo;                                            TIMEOUT;      ;
 261;lwb/k_dum_n.2400.intohylo;                                            TIMEOUT;      ;
 262;lwb/k_dum_n.2480.intohylo;                                            TIMEOUT;      ;
 263;lwb/k_dum_n.2560.intohylo;                                            TIMEOUT;      ;
 264;lwb/k_dum_n.2640.intohylo;                                            TIMEOUT;      ;
 265;lwb/k_dum_n.2720.intohylo;                                            TIMEOUT;      ;
 266;lwb/k_dum_n.2800.intohylo;                                            TIMEOUT;      ;
 267;lwb/k_dum_n.2880.intohylo;                                            TIMEOUT;      ;
 268;lwb/k_dum_n.2960.intohylo;                                            TIMEOUT;      ;
 269;lwb/k_dum_n.3040.intohylo;                                            TIMEOUT;      ;
 270;lwb/k_dum_n.3120.intohylo;                                            TIMEOUT;      ;
 271;lwb/k_dum_n.3200.intohylo;                                            TIMEOUT;      ;
 272;lwb/k_dum_n.3280.intohylo;                                            TIMEOUT;      ;
 273;lwb/k_dum_n.3360.intohylo;                                            TIMEOUT;      ;
 274;lwb/k_dum_n.3440.intohylo;                                            TIMEOUT;      ;
 275;lwb/k_dum_n.3520.intohylo;                                            TIMEOUT;      ;
 276;lwb/k_dum_n.3600.intohylo;                                            TIMEOUT;      ;
 277;lwb/k_dum_n.3680.intohylo;                                            TIMEOUT;      ;
 278;lwb/k_dum_n.3760.intohylo;                                            TIMEOUT;      ;
 279;lwb/k_dum_p.0008.intohylo;                                               0.00; Unsat;
 280;lwb/k_dum_p.0016.intohylo;                                               0.00; Unsat;
 281;lwb/k_dum_p.0024.intohylo;                                               0.01; Unsat;
 282;lwb/k_dum_p.0032.intohylo;                                               0.01; Unsat;
 283;lwb/k_dum_p.0040.intohylo;                                               0.03; Unsat;
 284;lwb/k_dum_p.0080.intohylo;                                               0.15; Unsat;
 285;lwb/k_dum_p.0120.intohylo;                                               0.42; Unsat;
 286;lwb/k_dum_p.0160.intohylo;                                               0.90; Unsat;
 287;lwb/k_dum_p.0200.intohylo;                                               1.66; Unsat;
 288;lwb/k_dum_p.0240.intohylo;                                               2.70; Unsat;
 289;lwb/k_dum_p.0280.intohylo;                                               4.23; Unsat;
 290;lwb/k_dum_p.0320.intohylo;                                               5.92; Unsat;
 291;lwb/k_dum_p.0360.intohylo;                                               8.56; Unsat;
 292;lwb/k_dum_p.0400.intohylo;                                              11.85; Unsat;
 293;lwb/k_dum_p.0480.intohylo;                                              22.90; Unsat;
 294;lwb/k_dum_p.0560.intohylo;                                              37.29; Unsat;
 295;lwb/k_dum_p.0640.intohylo;                                              57.92; Unsat;
 296;lwb/k_dum_p.0720.intohylo;                                              87.88; Unsat;
 297;lwb/k_dum_p.0800.intohylo;                                             124.35; Unsat;
 298;lwb/k_dum_p.0880.intohylo;                                             177.51; Unsat;
 299;lwb/k_dum_p.0960.intohylo;                                             204.91; Unsat;
 300;lwb/k_dum_p.1040.intohylo;                                             288.90; Unsat;
 301;lwb/k_dum_p.1120.intohylo;                                             357.12; Unsat;
 302;lwb/k_dum_p.1200.intohylo;                                             435.73; Unsat;
 303;lwb/k_dum_p.1280.intohylo;                                             538.79; Unsat;
 304;lwb/k_dum_p.1360.intohylo;                                             668.00; Unsat;
 305;lwb/k_dum_p.1440.intohylo;                                             833.96; Unsat;
 306;lwb/k_dum_p.1520.intohylo;                                             968.17; Unsat;
 307;lwb/k_dum_p.1600.intohylo;                                            TIMEOUT;      ;
 308;lwb/k_dum_p.1680.intohylo;                                            TIMEOUT;      ;
 309;lwb/k_dum_p.1760.intohylo;                                            TIMEOUT;      ;
 310;lwb/k_dum_p.1840.intohylo;                                            TIMEOUT;      ;
 311;lwb/k_dum_p.1920.intohylo;                                            TIMEOUT;      ;
 312;lwb/k_dum_p.2000.intohylo;                                            TIMEOUT;      ;
 313;lwb/k_dum_p.2080.intohylo;                                            TIMEOUT;      ;
 314;lwb/k_dum_p.2160.intohylo;                                            TIMEOUT;      ;
 315;lwb/k_dum_p.2240.intohylo;                                            TIMEOUT;      ;
 316;lwb/k_dum_p.2320.intohylo;                                            TIMEOUT;      ;
 317;lwb/k_dum_p.2400.intohylo;                                            TIMEOUT;      ;
 318;lwb/k_dum_p.2480.intohylo;                                            TIMEOUT;      ;
 319;lwb/k_dum_p.2560.intohylo;                                            TIMEOUT;      ;
 320;lwb/k_dum_p.2640.intohylo;                                            TIMEOUT;      ;
 321;lwb/k_dum_p.2720.intohylo;                                            TIMEOUT;      ;
 322;lwb/k_dum_p.2800.intohylo;                                            TIMEOUT;      ;
 323;lwb/k_dum_p.2880.intohylo;                                            TIMEOUT;      ;
 324;lwb/k_dum_p.2960.intohylo;                                            TIMEOUT;      ;
 325;lwb/k_dum_p.3040.intohylo;                                            TIMEOUT;      ;
 326;lwb/k_dum_p.3120.intohylo;                                            TIMEOUT;      ;
 327;lwb/k_dum_p.3200.intohylo;                                            TIMEOUT;      ;
 328;lwb/k_dum_p.3280.intohylo;                                            TIMEOUT;      ;
 329;lwb/k_dum_p.3360.intohylo;                                            TIMEOUT;      ;
 330;lwb/k_dum_p.3440.intohylo;                                            TIMEOUT;      ;
 331;lwb/k_dum_p.3520.intohylo;                                            TIMEOUT;      ;
 332;lwb/k_dum_p.3600.intohylo;                                            TIMEOUT;      ;
 333;lwb/k_dum_p.3680.intohylo;                                            TIMEOUT;      ;
 334;lwb/k_dum_p.3760.intohylo;                                            TIMEOUT;      ;
 335;lwb/k_grz_n.0010.intohylo;                                               0.00; Sat  ;
 336;lwb/k_grz_n.0020.intohylo;                                               0.00; Sat  ;
 337;lwb/k_grz_n.0030.intohylo;                                               0.00; Sat  ;
 338;lwb/k_grz_n.0040.intohylo;                                               0.01; Sat  ;
 339;lwb/k_grz_n.0050.intohylo;                                               0.01; Sat  ;
 340;lwb/k_grz_n.0060.intohylo;                                               0.01; Sat  ;
 341;lwb/k_grz_n.0070.intohylo;                                               0.03; Sat  ;
 342;lwb/k_grz_n.0080.intohylo;                                               0.05; Sat  ;
 343;lwb/k_grz_n.0090.intohylo;                                               0.04; Sat  ;
 344;lwb/k_grz_n.0100.intohylo;                                               0.04; Sat  ;
 345;lwb/k_grz_n.0200.intohylo;                                               0.26; Sat  ;
 346;lwb/k_grz_n.0300.intohylo;                                               0.58; Sat  ;
 347;lwb/k_grz_n.0400.intohylo;                                               3.25; Sat  ;
 348;lwb/k_grz_n.0500.intohylo;                                               1.23; Sat  ;
 349;lwb/k_grz_n.0600.intohylo;                                               1.90; Sat  ;
 350;lwb/k_grz_n.0700.intohylo;                                               3.74; Sat  ;
 351;lwb/k_grz_n.0800.intohylo;                                              14.88; Sat  ;
 352;lwb/k_grz_n.0900.intohylo;                                               3.97; Sat  ;
 353;lwb/k_grz_n.1000.intohylo;                                               6.78; Sat  ;
 354;lwb/k_grz_n.1100.intohylo;                                               8.01; Sat  ;
 355;lwb/k_grz_n.1200.intohylo;                                               7.80; Sat  ;
 356;lwb/k_grz_n.1300.intohylo;                                              13.36; Sat  ;
 357;lwb/k_grz_n.1400.intohylo;                                              18.54; Sat  ;
 358;lwb/k_grz_n.1500.intohylo;                                              14.24; Sat  ;
 359;lwb/k_grz_n.1600.intohylo;                                              16.39; Sat  ;
 360;lwb/k_grz_n.1700.intohylo;                                              20.45; Sat  ;
 361;lwb/k_grz_n.1800.intohylo;                                              25.70; Sat  ;
 362;lwb/k_grz_n.1900.intohylo;                                              27.64; Sat  ;
 363;lwb/k_grz_n.2000.intohylo;                                              35.14; Sat  ;
 364;lwb/k_grz_n.2100.intohylo;                                              39.35; Sat  ;
 365;lwb/k_grz_n.2200.intohylo;                                              41.89; Sat  ;
 366;lwb/k_grz_n.2300.intohylo;                                              51.10; Sat  ;
 367;lwb/k_grz_n.2400.intohylo;                                              62.22; Sat  ;
 368;lwb/k_grz_n.2500.intohylo;                                              66.74; Sat  ;
 369;lwb/k_grz_n.2600.intohylo;                                              75.64; Sat  ;
 370;lwb/k_grz_n.2700.intohylo;                                             108.70; Sat  ;
 371;lwb/k_grz_n.2800.intohylo;                                             289.56; Sat  ;
 372;lwb/k_grz_n.2900.intohylo;                                             113.68; Sat  ;
 373;lwb/k_grz_n.3000.intohylo;                                             132.48; Sat  ;
 374;lwb/k_grz_n.3100.intohylo;                                             134.24; Sat  ;
 375;lwb/k_grz_n.3200.intohylo;                                             164.09; Sat  ;
 376;lwb/k_grz_n.3300.intohylo;                                             187.36; Sat  ;
 377;lwb/k_grz_n.3400.intohylo;                                             193.32; Sat  ;
 378;lwb/k_grz_n.3500.intohylo;                                             216.17; Sat  ;
 379;lwb/k_grz_n.3600.intohylo;                                             493.86; Sat  ;
 380;lwb/k_grz_n.3700.intohylo;                                             821.97; Sat  ;
 381;lwb/k_grz_n.3800.intohylo;                                             326.88; Sat  ;
 382;lwb/k_grz_n.3900.intohylo;                                             395.04; Sat  ;
 383;lwb/k_grz_n.4000.intohylo;                                             332.90; Sat  ;
 384;lwb/k_grz_n.4500.intohylo;                                             566.41; Sat  ;
