  No;Problem;                                                                            ;;
 108;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s7.tptp;    1.56; Unsat;
 109;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s8.tptp;  248.19; Unsat;
 110;3CNF2/v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s9.tptp;    2.86; Unsat;
 111;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s0.tptp;    0.19; Sat  ;
 112;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s1.tptp;    0.15; Sat  ;
 113;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s2.tptp;    0.21; Sat  ;
 114;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s3.tptp;    0.03; Sat  ;
 115;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s4.tptp;    0.66; Sat  ;
 116;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s5.tptp;    1.15; Sat  ;
 117;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s6.tptp;    4.78; Sat  ;
 118;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s7.tptp;    0.97; Unsat;
 119;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s8.tptp;    0.31; Sat  ;
 120;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s9.tptp;    0.43; Sat  ;
 121;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s0.tptp;    0.31; Unsat;
 122;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s1.tptp;    0.26; Unsat;
 123;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s2.tptp;    4.09; Sat  ;
 124;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s3.tptp;    0.29; Sat  ;
 125;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s4.tptp;    3.74; Sat  ;
 126;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s5.tptp;    7.67; Sat  ;
 127;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s6.tptp;    0.83; Sat  ;
