Prover,System,Problem,Execution Time,Result
lwb,vampire,k_dum_n.2720.,9999999.0,NULL
lwb,vampire,k_dum_n.2800.,9999999.0,NULL
lwb,vampire,k_dum_n.2880.,9999999.0,NULL
lwb,vampire,k_dum_n.2960.,9999999.0,NULL
lwb,vampire,k_dum_n.3040.,9999999.0,NULL
lwb,vampire,k_dum_n.3120.,9999999.0,NULL
lwb,vampire,k_dum_n.3200.,9999999.0,NULL
lwb,vampire,k_dum_n.3280.,9999999.0,NULL
lwb,vampire,k_dum_n.3360.,9999999.0,NULL
lwb,vampire,k_dum_n.3440.,9999999.0,NULL
lwb,vampire,k_dum_n.3520.,9999999.0,NULL
lwb,vampire,k_dum_n.3600.,9999999.0,NULL
lwb,vampire,k_dum_n.3680.,9999999.0,NULL
lwb,vampire,k_dum_n.3760.,9999999.0,NULL
lwb,vampire,k_dum_p.0008.,0.03, Unsat
lwb,vampire,k_dum_p.0016.,0.05, Unsat
lwb,vampire,k_dum_p.0024.,0.09, Unsat
lwb,vampire,k_dum_p.0032.,0.14, Unsat
lwb,vampire,k_dum_p.0040.,0.21, Unsat
lwb,vampire,k_dum_p.0080.,0.81, Unsat
lwb,vampire,k_dum_p.0120.,2.41, Unsat
lwb,vampire,k_dum_p.0160.,5.38, Unsat
lwb,vampire,k_dum_p.0200.,9.87, Unsat
lwb,vampire,k_dum_p.0240.,17.22, Unsat
lwb,vampire,k_dum_p.0280.,26.83, Unsat
lwb,vampire,k_dum_p.0320.,40.95, Unsat
lwb,vampire,k_dum_p.0360.,59.02, Unsat
lwb,vampire,k_dum_p.0400.,83.75, Unsat
lwb,vampire,k_dum_p.0480.,150.02, Unsat
lwb,vampire,k_dum_p.0560.,247.74, Unsat
lwb,vampire,k_dum_p.0640.,386.77, Unsat
lwb,vampire,k_dum_p.0720.,573.93, Unsat
lwb,vampire,k_dum_p.0800.,825.69, Unsat
lwb,vampire,k_dum_p.0880.,9999999.0,NULL
lwb,vampire,k_dum_p.0960.,9999999.0,NULL
lwb,vampire,k_dum_p.1040.,9999999.0,NULL
lwb,vampire,k_dum_p.1120.,9999999.0,NULL
lwb,vampire,k_dum_p.1200.,9999999.0,NULL
lwb,vampire,k_dum_p.1280.,9999999.0,NULL
lwb,vampire,k_dum_p.1360.,9999999.0,NULL
lwb,vampire,k_dum_p.1440.,9999999.0,NULL
lwb,vampire,k_dum_p.1520.,9999999.0,NULL
lwb,vampire,k_dum_p.1600.,9999999.0,NULL
lwb,vampire,k_dum_p.1680.,9999999.0,NULL
lwb,vampire,k_dum_p.1760.,9999999.0,NULL
lwb,vampire,k_dum_p.1840.,9999999.0,NULL
lwb,vampire,k_dum_p.1920.,9999999.0,NULL
lwb,vampire,k_dum_p.2000.,9999999.0,NULL
lwb,vampire,k_dum_p.2080.,9999999.0,NULL
lwb,vampire,k_dum_p.2160.,9999999.0,NULL
lwb,vampire,k_dum_p.2240.,9999999.0,NULL
lwb,vampire,k_dum_p.2320.,9999999.0,NULL
lwb,vampire,k_dum_p.2400.,9999999.0,NULL
lwb,vampire,k_dum_p.2480.,9999999.0,NULL
lwb,vampire,k_dum_p.2560.,9999999.0,NULL
lwb,vampire,k_dum_p.2640.,9999999.0,NULL
lwb,vampire,k_dum_p.2720.,9999999.0,NULL
lwb,vampire,k_dum_p.2800.,9999999.0,NULL
lwb,vampire,k_dum_p.2880.,9999999.0,NULL
lwb,vampire,k_dum_p.2960.,9999999.0,NULL
lwb,vampire,k_dum_p.3040.,9999999.0,NULL
lwb,vampire,k_dum_p.3120.,9999999.0,NULL
lwb,vampire,k_dum_p.3200.,9999999.0,NULL
lwb,vampire,k_dum_p.3280.,9999999.0,NULL
lwb,vampire,k_dum_p.3360.,9999999.0,NULL
lwb,vampire,k_dum_p.3440.,9999999.0,NULL
lwb,vampire,k_dum_p.3520.,9999999.0,NULL
lwb,vampire,k_dum_p.3600.,9999999.0,NULL
lwb,vampire,k_dum_p.3680.,9999999.0,NULL
lwb,vampire,k_dum_p.3760.,9999999.0,NULL
lwb,vampire,k_grz_n.0010.,0.02, Sat  
lwb,vampire,k_grz_n.0020.,0.02, Sat  
lwb,vampire,k_grz_n.0030.,0.03, Sat  
lwb,vampire,k_grz_n.0040.,0.05, Sat  
lwb,vampire,k_grz_n.0050.,0.08, Sat  
lwb,vampire,k_grz_n.0060.,0.11, Sat  
lwb,vampire,k_grz_n.0070.,0.16, Sat  
lwb,vampire,k_grz_n.0080.,0.22, Sat  
lwb,vampire,k_grz_n.0090.,0.3, Sat  
lwb,vampire,k_grz_n.0100.,0.4, Sat  
lwb,vampire,k_grz_n.0200.,2.53, Sat  
lwb,vampire,k_grz_n.0300.,7.74, Sat  
lwb,vampire,k_grz_n.0400.,17.3, Sat  
lwb,vampire,k_grz_n.0500.,32.82, Sat  
lwb,vampire,k_grz_n.0600.,55.67, Sat  
lwb,vampire,k_grz_n.0700.,87.51, Sat  
lwb,vampire,k_grz_n.0800.,130.47, Sat  
lwb,vampire,k_grz_n.0900.,185.68, Sat  
lwb,vampire,k_grz_n.1000.,254.44, Sat  
lwb,vampire,k_grz_n.1100.,342.96, Sat  
lwb,vampire,k_grz_n.1200.,9999999.0,NULL
lwb,vampire,k_grz_n.1300.,9999999.0,NULL
lwb,vampire,k_grz_n.1400.,9999999.0,NULL
lwb,vampire,k_grz_n.1500.,9999999.0,NULL
lwb,vampire,k_grz_n.1600.,9999999.0,NULL
lwb,vampire,k_grz_n.1700.,9999999.0,NULL
lwb,vampire,k_grz_n.1800.,9999999.0,NULL
lwb,vampire,k_grz_n.1900.,9999999.0,NULL
lwb,vampire,k_grz_n.2000.,9999999.0,NULL
lwb,vampire,k_grz_n.2100.,9999999.0,NULL
lwb,vampire,k_grz_n.2200.,9999999.0,NULL
lwb,vampire,k_grz_n.2300.,9999999.0,NULL
lwb,vampire,k_grz_n.2400.,9999999.0,NULL
lwb,vampire,k_grz_n.2500.,9999999.0,NULL
lwb,vampire,k_grz_n.2600.,9999999.0,NULL
lwb,vampire,k_grz_n.2700.,9999999.0,NULL
lwb,vampire,k_grz_n.2800.,9999999.0,NULL
lwb,vampire,k_grz_n.2900.,9999999.0,NULL
lwb,vampire,k_grz_n.3000.,9999999.0,NULL
lwb,vampire,k_grz_n.3100.,9999999.0,NULL
lwb,vampire,k_grz_n.3200.,9999999.0,NULL
lwb,vampire,k_grz_n.3300.,9999999.0,NULL
lwb,vampire,k_grz_n.3400.,9999999.0,NULL
lwb,vampire,k_grz_n.3500.,9999999.0,NULL
lwb,vampire,k_grz_n.3600.,9999999.0,NULL
lwb,vampire,k_grz_n.3700.,9999999.0,NULL
lwb,vampire,k_grz_n.3800.,9999999.0,NULL
lwb,vampire,k_grz_n.3900.,9999999.0,NULL
lwb,vampire,k_grz_n.4000.,9999999.0,NULL
lwb,vampire,k_grz_n.4500.,9999999.0,NULL
lwb,vampire,k_grz_n.5000.,9999999.0,NULL
lwb,vampire,k_grz_n.5500.,9999999.0,NULL
lwb,vampire,k_grz_n.6000.,9999999.0,NULL
lwb,vampire,k_grz_n.6500.,9999999.0,NULL
lwb,vampire,k_grz_n.7000.,9999999.0,NULL
lwb,vampire,k_grz_n.8000.,9999999.0,NULL
lwb,vampire,k_grz_p.0010.,0.02, Unsat
lwb,vampire,k_grz_p.0020.,0.02, Unsat
lwb,vampire,k_grz_p.0030.,0.03, Unsat
lwb,vampire,k_grz_p.0040.,0.04, Unsat
lwb,vampire,k_grz_p.0050.,0.06, Unsat
lwb,vampire,k_grz_p.0060.,0.08, Unsat
lwb,vampire,k_grz_p.0070.,0.11, Unsat
lwb,vampire,k_grz_p.0080.,0.15, Unsat
lwb,vampire,k_grz_p.0090.,0.2, Unsat
lwb,vampire,k_grz_p.0100.,0.26, Unsat
lwb,vampire,k_grz_p.0200.,1.71, Unsat
