Prover,System,Problem,Execution Time,Result
lwb,bbtab,k_ph_n.0105.,9999999.0,NULL
lwb,bbtab,k_ph_n.0110.,9999999.0,NULL
lwb,bbtab,k_ph_n.0115.,9999999.0,NULL
lwb,bbtab,k_ph_n.0120.,9999999.0,NULL
lwb,bbtab,k_ph_n.0125.,9999999.0,NULL
lwb,bbtab,k_ph_n.0130.,9999999.0,NULL
lwb,bbtab,k_ph_n.0135.,9999999.0,NULL
lwb,bbtab,k_ph_n.0140.,9999999.0,NULL
lwb,bbtab,k_ph_n.0145.,9999999.0,NULL
lwb,bbtab,k_ph_n.0150.,9999999.0,NULL
lwb,bbtab,k_ph_n.0155.,9999999.0,NULL
lwb,bbtab,k_ph_n.0160.,9999999.0,NULL
lwb,bbtab,k_ph_n.0165.,9999999.0,NULL
lwb,bbtab,k_ph_n.0170.,9999999.0,NULL
lwb,bbtab,k_ph_n.0175.,9999999.0,NULL
lwb,bbtab,k_ph_n.0180.,9999999.0,NULL
lwb,bbtab,k_ph_n.0185.,9999999.0,NULL
lwb,bbtab,k_ph_n.0190.,9999999.0,NULL
lwb,bbtab,k_ph_n.0195.,9999999.0,NULL
lwb,bbtab,k_ph_n.0200.,9999999.0,NULL
lwb,bbtab,k_ph_n.0205.,9999999.0,NULL
lwb,bbtab,k_ph_n.0210.,9999999.0,NULL
lwb,bbtab,k_ph_n.0215.,9999999.0,NULL
lwb,bbtab,k_ph_n.0220.,9999999.0,NULL
lwb,bbtab,k_ph_n.0225.,9999999.0,NULL
lwb,bbtab,k_ph_n.0230.,9999999.0,NULL
lwb,bbtab,k_ph_n.0235.,9999999.0,NULL
lwb,bbtab,k_ph_n.0240.,9999999.0,NULL
lwb,bbtab,k_ph_n.0245.,9999999.0,NULL
lwb,bbtab,k_ph_n.0250.,9999999.0,NULL
lwb,bbtab,k_ph_p.0001.,0.0, Unsat
lwb,bbtab,k_ph_p.0002.,0.0, Unsat
lwb,bbtab,k_ph_p.0003.,0.0, Unsat
lwb,bbtab,k_ph_p.0004.,0.0, Unsat
