  No;Problem;                                                                            ;;
 461;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.5.spartacus;               0.49; Unsat;
 462;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.6.spartacus;               0.36; Unsat;
 463;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.7.spartacus;               0.42; Unsat;
 464;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D4.8.spartacus;               0.35; Unsat;
 465;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.1.spartacus;               0.67; Unsat;
 466;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.2.spartacus;               0.57; Unsat;
 467;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.3.spartacus;               0.65; Unsat;
 468;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.4.spartacus;               0.60; Unsat;
 469;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.5.spartacus;               0.47; Unsat;
 470;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.6.spartacus;               0.50; Unsat;
 471;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.7.spartacus;               0.58; Unsat;
 472;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C10-V16-D6.8.spartacus;               0.54; Unsat;
 473;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.1.spartacus;               0.80; Unsat;
 474;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.2.spartacus;               0.86; Unsat;
 475;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.3.spartacus;               0.85; Unsat;
 476;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.4.spartacus;               0.84; Unsat;
 477;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.5.spartacus;               0.94; Unsat;
 478;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.6.spartacus;               0.83; Unsat;
 479;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.7.spartacus;               0.79; Unsat;
 480;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D4.8.spartacus;               0.83; Unsat;
 481;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.1.spartacus;               1.32; Unsat;
 482;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.2.spartacus;               1.70; Unsat;
 483;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.3.spartacus;               1.53; Unsat;
 484;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.4.spartacus;               1.49; Unsat;
 485;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.5.spartacus;               1.64; Unsat;
 486;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.6.spartacus;               1.56; Unsat;
 487;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.7.spartacus;               1.19; Unsat;
 488;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C20-V16-D6.8.spartacus;               1.58; Unsat;
 489;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.1.spartacus;               1.43; Unsat;
 490;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.2.spartacus;               1.37; Unsat;
 491;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.3.spartacus;               1.26; Unsat;
 492;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.4.spartacus;               1.24; Unsat;
 493;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.5.spartacus;               1.50; Unsat;
 494;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.6.spartacus;               1.21; Unsat;
 495;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.7.spartacus;               1.32; Unsat;
 496;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D4.8.spartacus;               1.47; Unsat;
 497;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.1.spartacus;               2.73; Unsat;
 498;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.2.spartacus;               2.43; Unsat;
 499;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.3.spartacus;               2.28; Unsat;
 500;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.4.spartacus;               2.42; Unsat;
 501;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.5.spartacus;               2.87; Unsat;
 502;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.6.spartacus;               2.12; Unsat;
 503;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.7.spartacus;               2.76; Unsat;
 504;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C30-V16-D6.8.spartacus;               2.11; Unsat;
 505;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.1.spartacus;               1.86; Unsat;
 506;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.2.spartacus;               1.77; Unsat;
 507;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.3.spartacus;               1.81; Unsat;
 508;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.4.spartacus;               1.52; Unsat;
 509;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.5.spartacus;               1.50; Unsat;
 510;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.6.spartacus;               1.73; Unsat;
 511;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.7.spartacus;               1.64; Unsat;
 512;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D4.8.spartacus;               1.62; Unsat;
 513;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.1.spartacus;               3.14; Unsat;
 514;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.2.spartacus;               3.72; Unsat;
 515;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.3.spartacus;               3.37; Unsat;
 516;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.4.spartacus;               3.42; Unsat;
 517;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.5.spartacus;               3.32; Unsat;
 518;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.6.spartacus;               3.11; Unsat;
 519;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.7.spartacus;               3.26; Unsat;
 520;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C40-V16-D6.8.spartacus;               3.56; Unsat;
 521;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.1.spartacus;               2.06; Unsat;
 522;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.2.spartacus;               2.08; Unsat;
 523;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.3.spartacus;               2.12; Unsat;
 524;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.4.spartacus;               2.02; Unsat;
 525;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.5.spartacus;               2.05; Unsat;
 526;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.6.spartacus;               2.08; Unsat;
 527;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.7.spartacus;               2.09; Unsat;
 528;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D4.8.spartacus;               2.27; Unsat;
 529;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.1.spartacus;               3.97; Unsat;
 530;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.2.spartacus;               4.28; Unsat;
 531;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.3.spartacus;               4.18; Unsat;
 532;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.4.spartacus;               4.71; Unsat;
 533;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.5.spartacus;               4.10; Unsat;
 534;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.6.spartacus;               4.23; Unsat;
 535;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.7.spartacus;               4.49; Unsat;
 536;qbfML/CXX-V16-DX/p-qbf-modKLadn-K4-C50-V16-D6.8.spartacus;               4.38; Unsat;
 537;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.1.spartacus;                 0.00; Sat  ;
 538;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.2.spartacus;                 0.00; Sat  ;
 539;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.3.spartacus;                 0.00; Sat  ;
 540;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.4.spartacus;                 0.00; Sat  ;
 541;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.5.spartacus;                 0.00; Sat  ;
 542;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.6.spartacus;                 0.00; Sat  ;
 543;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.7.spartacus;                 0.00; Sat  ;
 544;qbfMS/C10-V04-D4/p-qbf-modKSSS-K4-C10-V4-D4.8.spartacus;                 0.00; Sat  ;
 545;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.1.spartacus;                 0.00; Sat  ;
 546;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.2.spartacus;                 0.00; Sat  ;
 547;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.3.spartacus;                 0.00; Sat  ;
 548;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.4.spartacus;                 0.00; Sat  ;
 549;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.5.spartacus;                 0.00; Sat  ;
 550;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.6.spartacus;                 0.01; Sat  ;
 551;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.7.spartacus;                 0.01; Sat  ;
 552;qbfMS/C10-V04-D6/p-qbf-modKSSS-K4-C10-V4-D6.8.spartacus;                 0.01; Sat  ;
 553;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.1.spartacus;                 0.01; Sat  ;
 554;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.2.spartacus;                 0.01; Sat  ;
 555;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.3.spartacus;                 0.00; Sat  ;
 556;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.4.spartacus;                 0.01; Sat  ;
 557;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.5.spartacus;                 0.00; Sat  ;
 558;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.6.spartacus;                 0.02; Sat  ;
 559;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.7.spartacus;                 0.00; Sat  ;
 560;qbfMS/C10-V08-D4/p-qbf-modKSSS-K4-C10-V8-D4.8.spartacus;                 0.01; Sat  ;
 561;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.1.spartacus;                 0.02; Sat  ;
 562;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.2.spartacus;                 0.01; Sat  ;
 563;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.3.spartacus;                 0.01; Sat  ;
 564;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.4.spartacus;                 0.01; Sat  ;
 565;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.5.spartacus;                 0.01; Sat  ;
 566;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.6.spartacus;                 0.01; Sat  ;
 567;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.7.spartacus;                 0.01; Sat  ;
 568;qbfMS/C10-V08-D6/p-qbf-modKSSS-K4-C10-V8-D6.8.spartacus;                 0.01; Sat  ;
 569;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.1.spartacus;                0.01; Sat  ;
 570;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.2.spartacus;                0.01; Sat  ;
 571;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.3.spartacus;                0.01; Sat  ;
 572;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.4.spartacus;                0.03; Sat  ;
 573;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.5.spartacus;                0.02; Sat  ;
 574;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.6.spartacus;                0.03; Sat  ;
 575;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.7.spartacus;                0.01; Sat  ;
 576;qbfMS/C10-V16-D4/p-qbf-modKSSS-K4-C10-V16-D4.8.spartacus;                0.03; Sat  ;
 577;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.1.spartacus;                0.03; Sat  ;
 578;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.2.spartacus;                0.02; Sat  ;
 579;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.3.spartacus;                0.02; Sat  ;
 580;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.4.spartacus;                0.01; Sat  ;
 581;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.5.spartacus;                0.01; Sat  ;
 582;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.6.spartacus;                0.01; Sat  ;
 583;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.7.spartacus;                0.03; Sat  ;
 584;qbfMS/C10-V16-D6/p-qbf-modKSSS-K4-C10-V16-D6.8.spartacus;                0.03; Sat  ;
 585;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.1.spartacus;                 0.02; Sat  ;
 586;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.2.spartacus;                 0.10; Sat  ;
 587;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.3.spartacus;                 0.03; Sat  ;
 588;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.4.spartacus;                 0.05; Sat  ;
 589;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.5.spartacus;                 0.03; Sat  ;
 590;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.6.spartacus;                 0.04; Sat  ;
 591;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.7.spartacus;                 0.02; Unsat;
 592;qbfMS/C20-V04-D4/p-qbf-modKSSS-K4-C20-V4-D4.8.spartacus;                 0.02; Sat  ;
 593;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.1.spartacus;                 0.17; Sat  ;
 594;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.2.spartacus;                 0.05; Sat  ;
 595;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.3.spartacus;                 0.04; Sat  ;
 596;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.4.spartacus;                 0.05; Sat  ;
 597;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.5.spartacus;                 0.10; Sat  ;
 598;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.6.spartacus;                 1.20; Sat  ;
 599;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.7.spartacus;                 0.06; Sat  ;
 600;qbfMS/C20-V04-D6/p-qbf-modKSSS-K4-C20-V4-D6.8.spartacus;                 0.02; Sat  ;
 601;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.1.spartacus;                 0.06; Sat  ;
 602;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.2.spartacus;                 0.43; Sat  ;
 603;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.3.spartacus;                 0.06; Sat  ;
 604;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.4.spartacus;                 0.03; Sat  ;
 605;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.5.spartacus;                 0.11; Sat  ;
 606;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.6.spartacus;                 0.03; Sat  ;
 607;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.7.spartacus;                 0.07; Sat  ;
 608;qbfMS/C20-V08-D4/p-qbf-modKSSS-K4-C20-V8-D4.8.spartacus;                 0.13; Sat  ;
 609;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.1.spartacus;                 0.30; Sat  ;
 610;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.2.spartacus;                 0.81; Sat  ;
 611;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.3.spartacus;                 0.13; Sat  ;
 612;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.4.spartacus;                 0.71; Sat  ;
 613;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.5.spartacus;                 0.19; Sat  ;
 614;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.6.spartacus;                 0.30; Sat  ;
 615;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.7.spartacus;                 0.04; Sat  ;
 616;qbfMS/C20-V08-D6/p-qbf-modKSSS-K4-C20-V8-D6.8.spartacus;                 0.10; Sat  ;
 617;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.1.spartacus;                0.88; Sat  ;
 618;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.2.spartacus;                0.10; Sat  ;
 619;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.3.spartacus;                1.11; Sat  ;
 620;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.4.spartacus;                0.12; Sat  ;
 621;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.5.spartacus;                0.09; Sat  ;
 622;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.6.spartacus;                0.12; Sat  ;
 623;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.7.spartacus;                7.93; Sat  ;
 624;qbfMS/C20-V16-D4/p-qbf-modKSSS-K4-C20-V16-D4.8.spartacus;                0.27; Sat  ;
 625;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.1.spartacus;                0.18; Sat  ;
 626;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.2.spartacus;                0.22; Sat  ;
 627;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.3.spartacus;                1.20; Sat  ;
 628;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.4.spartacus;                0.21; Sat  ;
 629;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.5.spartacus;                0.24; Sat  ;
 630;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.6.spartacus;                0.68; Sat  ;
 631;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.7.spartacus;                0.25; Sat  ;
 632;qbfMS/C20-V16-D6/p-qbf-modKSSS-K4-C20-V16-D6.8.spartacus;                0.05; Sat  ;
 633;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.1.spartacus;                 0.03; Unsat;
 634;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.2.spartacus;                 0.31; Sat  ;
 635;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.3.spartacus;                 0.08; Unsat;
 636;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.4.spartacus;                 0.04; Unsat;
 637;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.5.spartacus;                 0.06; Unsat;
 638;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.6.spartacus;                 0.08; Unsat;
 639;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.7.spartacus;                 0.05; Sat  ;
 640;qbfMS/C30-V04-D4/p-qbf-modKSSS-K4-C30-V4-D4.8.spartacus;                 0.08; Sat  ;
 641;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.1.spartacus;                 0.17; Unsat;
 642;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.2.spartacus;                 2.58; Unsat;
 643;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.3.spartacus;                 7.19; Sat  ;
 644;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.4.spartacus;                 0.71; Unsat;
 645;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.5.spartacus;                 0.28; Sat  ;
 646;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.6.spartacus;                 0.23; Sat  ;
 647;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.7.spartacus;                 0.26; Unsat;
 648;qbfMS/C30-V04-D6/p-qbf-modKSSS-K4-C30-V4-D6.8.spartacus;                 0.73; Unsat;
 649;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.1.spartacus;                 0.72; Sat  ;
 650;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.2.spartacus;                 0.83; Sat  ;
 651;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.3.spartacus;                 0.65; Sat  ;
 652;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.4.spartacus;                 0.73; Sat  ;
 653;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.5.spartacus;                 0.61; Sat  ;
 654;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.6.spartacus;                 0.97; Sat  ;
 655;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.7.spartacus;                 4.88; Sat  ;
 656;qbfMS/C30-V08-D4/p-qbf-modKSSS-K4-C30-V8-D4.8.spartacus;                 1.81; Sat  ;
 657;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.1.spartacus;                 0.70; Sat  ;
 658;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.2.spartacus;                 4.03; Sat  ;
 659;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.3.spartacus;                 2.51; Sat  ;
 660;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.4.spartacus;                 0.73; Sat  ;
 661;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.5.spartacus;                 1.60; Sat  ;
 662;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.6.spartacus;                 1.92; Sat  ;
 663;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.7.spartacus;                 0.81; Sat  ;
 664;qbfMS/C30-V08-D6/p-qbf-modKSSS-K4-C30-V8-D6.8.spartacus;               398.31; Sat  ;
 665;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.1.spartacus;               17.76; Sat  ;
 666;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.2.spartacus;                6.86; Sat  ;
 667;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.3.spartacus;              117.75; Sat  ;
 668;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.4.spartacus;                1.01; Sat  ;
 669;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.5.spartacus;                7.62; Sat  ;
 670;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.6.spartacus;                0.29; Sat  ;
 671;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.7.spartacus;                7.21; Sat  ;
 672;qbfMS/C30-V16-D4/p-qbf-modKSSS-K4-C30-V16-D4.8.spartacus;                2.66; Sat  ;
 673;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.1.spartacus;               18.21; Sat  ;
 674;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.2.spartacus;               79.29; Sat  ;
 675;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.3.spartacus;                7.68; Sat  ;
 676;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.4.spartacus;               13.67; Sat  ;
 677;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.5.spartacus;                1.52; Sat  ;
 678;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.6.spartacus;                3.15; Sat  ;
 679;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.7.spartacus;                4.34; Sat  ;
 680;qbfMS/C30-V16-D6/p-qbf-modKSSS-K4-C30-V16-D6.8.spartacus;                5.60; Sat  ;
 681;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.1.spartacus;                 0.21; Unsat;
 682;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.2.spartacus;                 0.09; Unsat;
 683;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.3.spartacus;                 0.13; Unsat;
 684;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.4.spartacus;                 0.12; Unsat;
 685;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.5.spartacus;                 0.23; Unsat;
 686;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.6.spartacus;                 0.16; Unsat;
 687;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.7.spartacus;                 0.07; Unsat;
 688;qbfMS/C40-V04-D4/p-qbf-modKSSS-K4-C40-V4-D4.8.spartacus;                 0.14; Unsat;
 689;qbfMS/C40-V04-D6/p-qbf-modKSSS-K4-C40-V4-D6.1.spartacus;                 0.22; Unsat;
